task_name,temperature,num_completions,execution_time_s,time_per_completion_s
HumanEval_0_has_close_elements,0.2,3,16.9635,5.6545
HumanEval_1_separate_paren_groups,0.2,3,24.5315,8.1772
HumanEval_2_truncate_number,0.2,3,3.3585,1.1195
HumanEval_3_below_zero,0.2,3,15.9483,5.3161
HumanEval_4_mean_absolute_deviation,0.2,3,14.3393,4.7798
HumanEval_5_intersperse,0.2,3,9.5898,3.1966
HumanEval_6_parse_nested_parens,0.2,3,45.8900,15.2967
HumanEval_7_filter_by_substring,0.2,3,1.7609,0.5870
HumanEval_8_sum_product,0.2,3,10.2379,3.4126
HumanEval_9_rolling_max,0.2,3,10.7479,3.5826
HumanEval_10_make_palindrome,0.2,3,20.1867,6.7289
HumanEval_11_string_xor,0.2,3,9.1647,3.0549
HumanEval_12_longest,0.2,3,16.8956,5.6319
HumanEval_13_greatest_common_divisor,0.2,3,4.7857,1.5952
HumanEval_14_all_prefixes,0.2,3,6.0327,2.0109
HumanEval_15_string_sequence,0.2,3,11.3711,3.7904
HumanEval_16_count_distinct_characters,0.2,3,7.3508,2.4503
HumanEval_17_parse_music,0.2,3,23.6101,7.8700
HumanEval_18_how_many_times,0.2,3,11.2169,3.7390
HumanEval_19_sort_numbers,0.2,3,21.7191,7.2397
HumanEval_20_find_closest_elements,0.2,3,40.8984,13.6328
HumanEval_21_rescale_to_unit,0.2,3,7.9898,2.6633
HumanEval_22_filter_integers,0.2,3,2.6497,0.8832
HumanEval_23_strlen,0.2,3,2.1451,0.7150
HumanEval_24_largest_divisor,0.2,3,5.3838,1.7946
HumanEval_25_factorize,0.2,3,12.7803,4.2601
HumanEval_26_remove_duplicates,0.2,3,14.3780,4.7927
HumanEval_27_flip_case,0.2,3,9.7520,3.2507
HumanEval_28_concatenate,0.2,3,0.9425,0.3142
HumanEval_29_filter_by_prefix,0.2,3,1.6797,0.5599
HumanEval_30_get_positive,0.2,3,2.9644,0.9881
HumanEval_31_is_prime,0.2,3,17.8386,5.9462
HumanEval_33_sort_third,0.2,3,15.3544,5.1181
HumanEval_34_unique,0.2,3,2.6712,0.8904
HumanEval_35_max_element,0.2,3,6.1603,2.0534
HumanEval_36_fizz_buzz,0.2,3,15.1527,5.0509
HumanEval_37_sort_even,0.2,3,48.8478,16.2826
HumanEval_39_prime_fib,0.2,3,19.4141,6.4714
HumanEval_40_triples_sum_to_zero,0.2,3,34.7232,11.5744
HumanEval_41_car_race_collision,0.2,3,2.6797,0.8932
HumanEval_42_incr_list,0.2,3,2.0308,0.6769
HumanEval_43_pairs_sum_to_zero,0.2,3,14.1911,4.7304
HumanEval_44_change_base,0.2,3,9.5527,3.1842
HumanEval_45_triangle_area,0.2,3,12.7287,4.2429
HumanEval_46_fib4,0.2,3,45.1284,15.0428
HumanEval_47_median,0.2,3,17.1722,5.7241
HumanEval_48_is_palindrome,0.2,3,5.1777,1.7259
HumanEval_49_modp,0.2,3,7.5849,2.5283
HumanEval_51_remove_vowels,0.2,3,12.1045,4.0348
HumanEval_52_below_threshold,0.2,3,13.5154,4.5051
HumanEval_53_add,0.2,3,2.4299,0.8100
HumanEval_54_same_chars,0.2,3,21.2493,7.0831
HumanEval_55_fib,0.2,3,9.6814,3.2271
HumanEval_56_correct_bracketing,0.2,3,43.8326,14.6109
HumanEval_57_monotonic,0.2,3,47.8418,15.9473
HumanEval_58_common,0.2,3,42.4537,14.1512
HumanEval_59_largest_prime_factor,0.2,3,97.3349,32.4450
HumanEval_60_sum_to_n,0.2,3,4.8096,1.6032
HumanEval_61_correct_bracketing,0.2,3,22.2850,7.4283
HumanEval_62_derivative,0.2,3,7.6305,2.5435
HumanEval_63_fibfib,0.2,3,34.4180,11.4727
HumanEval_64_vowels_count,0.2,3,57.5535,19.1845
HumanEval_65_circular_shift,0.2,3,35.2133,11.7378
HumanEval_66_digitSum,0.2,3,24.9231,8.3077
HumanEval_67_fruit_distribution,0.2,3,25.2853,8.4284
HumanEval_68_pluck,0.2,3,47.0949,15.6983
HumanEval_69_search,0.2,3,86.9800,28.9933
HumanEval_70_strange_sort_list,0.2,3,53.6784,17.8928
HumanEval_71_triangle_area,0.2,3,142.8456,47.6152
HumanEval_72_will_it_fly,0.2,3,14.0048,4.6683
HumanEval_73_smallest_change,0.2,3,11.2815,3.7605
HumanEval_74_total_match,0.2,3,24.3956,8.1319
HumanEval_75_is_multiply_prime,0.2,3,37.5339,12.5113
HumanEval_76_is_simple_power,0.2,3,13.9867,4.6622
HumanEval_77_iscube,0.2,3,7.6687,2.5562
HumanEval_78_hex_key,0.2,3,18.1316,6.0439
HumanEval_79_decimal_to_binary,0.2,3,3.9998,1.3333
HumanEval_80_is_happy,0.2,3,25.9924,8.6641
HumanEval_81_numerical_letter_grade,0.2,3,150.8138,50.2713
HumanEval_82_prime_length,0.2,3,20.1513,6.7171
HumanEval_83_starts_one_ends,0.2,3,4.7531,1.5844
HumanEval_84_solve,0.2,3,12.5881,4.1960
HumanEval_85_add,0.2,3,16.2899,5.4300
HumanEval_86_anti_shuffle,0.2,3,11.9946,3.9982
HumanEval_87_get_row,0.2,3,50.4950,16.8317
HumanEval_88_sort_array,0.2,3,75.0124,25.0041
HumanEval_89_encrypt,0.2,3,24.6961,8.2320
HumanEval_90_next_smallest,0.2,3,37.8171,12.6057
HumanEval_91_is_bored,0.2,3,17.2590,5.7530
HumanEval_92_any_int,0.2,3,15.9409,5.3136
HumanEval_93_encode,0.2,3,42.7623,14.2541
HumanEval_94_skjkasdkd,0.2,3,12.1859,4.0620
HumanEval_95_check_dict_case,0.2,3,21.4034,7.1345
HumanEval_96_count_up_to,0.2,3,6.9853,2.3284
HumanEval_97_multiply,0.2,3,7.4332,2.4777
HumanEval_98_count_upper,0.2,3,20.9982,6.9994
HumanEval_99_closest_integer,0.2,3,17.9462,5.9821
HumanEval_100_make_a_pile,0.2,3,13.3057,4.4352
HumanEval_101_words_string,0.2,3,7.0637,2.3546
HumanEval_102_choose_num,0.2,3,17.2465,5.7488
HumanEval_103_rounded_avg,0.2,3,23.5247,7.8416
HumanEval_104_unique_digits,0.2,3,14.3017,4.7672
HumanEval_105_by_length,0.2,3,35.4131,11.8044
HumanEval_106_f,0.2,3,12.2701,4.0900
HumanEval_107_even_odd_palindrome,0.2,3,29.5687,9.8562
HumanEval_108_count_nums,0.2,3,40.1796,13.3932
HumanEval_109_move_one_ball,0.2,3,20.7254,6.9085
HumanEval_110_exchange,0.2,3,29.0082,9.6694
HumanEval_111_histogram,0.2,3,31.0315,10.3438
HumanEval_112_reverse_delete,0.2,3,12.5617,4.1872
HumanEval_113_odd_count,0.2,3,24.3024,8.1008
HumanEval_114_minSubArraySum,0.2,3,20.4881,6.8294
HumanEval_115_max_fill,0.2,3,20.9970,6.9990
HumanEval_116_sort_array,0.2,3,39.4339,13.1446
HumanEval_117_select_words,0.2,3,65.4243,21.8081
HumanEval_118_get_closest_vowel,0.2,3,31.0871,10.3624
HumanEval_119_match_parens,0.2,3,52.1212,17.3737
HumanEval_120_maximum,0.2,3,8.4707,2.8236
HumanEval_121_solution,0.2,3,45.3264,15.1088
