task_name,temperature,num_completions,execution_time_s,time_per_completion_s
HumanEval_0_has_close_elements,0.2,3,5.3168,1.7723
HumanEval_1_separate_paren_groups,0.2,3,8.6894,2.8965
HumanEval_2_truncate_number,0.2,3,38.6981,12.8994
HumanEval_3_below_zero,0.2,3,3.5641,1.1880
HumanEval_4_mean_absolute_deviation,0.2,3,12.2471,4.0824
HumanEval_5_intersperse,0.2,3,3.6743,1.2248
HumanEval_6_parse_nested_parens,0.2,3,8.1529,2.7176
HumanEval_7_filter_by_substring,0.2,3,6.9826,2.3275
HumanEval_8_sum_product,0.2,3,3.6685,1.2228
HumanEval_9_rolling_max,0.2,3,17.5104,5.8368
HumanEval_10_make_palindrome,0.2,3,7.2697,2.4232
HumanEval_11_string_xor,0.2,3,3.8374,1.2791
HumanEval_12_longest,0.2,3,6.3737,2.1246
HumanEval_13_greatest_common_divisor,0.2,3,4.9727,1.6576
HumanEval_14_all_prefixes,0.2,3,4.2041,1.4014
HumanEval_15_string_sequence,0.2,3,4.0470,1.3490
HumanEval_16_count_distinct_characters,0.2,3,3.5081,1.1694
HumanEval_17_parse_music,0.2,3,8.6935,2.8978
HumanEval_18_how_many_times,0.2,3,6.8669,2.2890
HumanEval_19_sort_numbers,0.2,3,2.5765,0.8588
HumanEval_20_find_closest_elements,0.2,3,11.5984,3.8661
HumanEval_21_rescale_to_unit,0.2,3,3.8540,1.2847
HumanEval_22_filter_integers,0.2,3,29.9304,9.9768
HumanEval_23_strlen,0.2,3,33.2811,11.0937
HumanEval_24_largest_divisor,0.2,3,3.1180,1.0393
HumanEval_25_factorize,0.2,3,4.4905,1.4968
HumanEval_26_remove_duplicates,0.2,3,5.6732,1.8911
HumanEval_27_flip_case,0.2,3,6.3092,2.1031
HumanEval_28_concatenate,0.2,3,38.0774,12.6925
HumanEval_29_filter_by_prefix,0.2,3,13.7844,4.5948
HumanEval_30_get_positive,0.2,3,2.5273,0.8424
HumanEval_31_is_prime,0.2,3,4.7112,1.5704
HumanEval_33_sort_third,0.2,3,14.0710,4.6903
HumanEval_34_unique,0.2,3,3.4869,1.1623
HumanEval_35_max_element,0.2,3,0.6787,0.2262
HumanEval_36_fizz_buzz,0.2,3,4.8454,1.6151
HumanEval_37_sort_even,0.2,3,15.5104,5.1701
HumanEval_39_prime_fib,0.2,3,31.7928,10.5976
HumanEval_40_triples_sum_to_zero,0.2,3,7.1613,2.3871
HumanEval_41_car_race_collision,0.2,3,1.3039,0.4346
HumanEval_42_incr_list,0.2,3,4.9976,1.6659
HumanEval_43_pairs_sum_to_zero,0.2,3,4.5063,1.5021
HumanEval_44_change_base,0.2,3,2.9144,0.9715
HumanEval_45_triangle_area,0.2,3,13.7158,4.5719
HumanEval_46_fib4,0.2,3,10.4689,3.4896
HumanEval_47_median,0.2,3,5.0029,1.6676
HumanEval_48_is_palindrome,0.2,3,6.6373,2.2124
HumanEval_49_modp,0.2,3,0.9686,0.3229
HumanEval_51_remove_vowels,0.2,3,6.2720,2.0907
HumanEval_52_below_threshold,0.2,3,2.7205,0.9068
HumanEval_53_add,0.2,3,12.3819,4.1273
HumanEval_54_same_chars,0.2,3,3.3340,1.1113
HumanEval_55_fib,0.2,3,2.3103,0.7701
HumanEval_56_correct_bracketing,0.2,3,6.0392,2.0131
HumanEval_57_monotonic,0.2,3,5.8098,1.9366
HumanEval_58_common,0.2,3,4.3327,1.4442
HumanEval_59_largest_prime_factor,0.2,3,6.3262,2.1087
HumanEval_60_sum_to_n,0.2,3,3.5763,1.1921
HumanEval_61_correct_bracketing,0.2,3,8.1803,2.7268
HumanEval_62_derivative,0.2,3,6.3685,2.1228
HumanEval_63_fibfib,0.2,3,7.3324,2.4441
HumanEval_64_vowels_count,0.2,3,25.7732,8.5911
HumanEval_65_circular_shift,0.2,3,4.0377,1.3459
HumanEval_66_digitSum,0.2,3,3.8654,1.2885
HumanEval_67_fruit_distribution,0.2,3,2.3746,0.7915
HumanEval_68_pluck,0.2,3,6.9721,2.3240
HumanEval_69_search,0.2,3,7.2883,2.4294
HumanEval_70_strange_sort_list,0.2,3,6.9075,2.3025
HumanEval_71_triangle_area,0.2,3,4.6893,1.5631
HumanEval_72_will_it_fly,0.2,3,6.4664,2.1555
HumanEval_73_smallest_change,0.2,3,5.0185,1.6728
HumanEval_74_total_match,0.2,3,6.2639,2.0880
HumanEval_75_is_multiply_prime,0.2,3,7.4147,2.4716
HumanEval_76_is_simple_power,0.2,3,4.2384,1.4128
HumanEval_77_iscube,0.2,3,2.1818,0.7273
HumanEval_78_hex_key,0.2,3,6.0592,2.0197
HumanEval_79_decimal_to_binary,0.2,3,1.5307,0.5102
HumanEval_80_is_happy,0.2,3,5.2690,1.7563
HumanEval_81_numerical_letter_grade,0.2,3,24.0096,8.0032
HumanEval_82_prime_length,0.2,3,5.2162,1.7387
HumanEval_83_starts_one_ends,0.2,3,32.3140,10.7713
HumanEval_84_solve,0.2,3,3.6306,1.2102
HumanEval_85_add,0.2,3,3.4680,1.1560
HumanEval_86_anti_shuffle,0.2,3,8.4628,2.8209
HumanEval_87_get_row,0.2,3,6.6064,2.2021
HumanEval_88_sort_array,0.2,3,4.7908,1.5969
HumanEval_89_encrypt,0.2,3,5.7187,1.9062
HumanEval_90_next_smallest,0.2,3,8.1486,2.7162
HumanEval_91_is_bored,0.2,3,4.6253,1.5418
HumanEval_92_any_int,0.2,3,3.8688,1.2896
HumanEval_93_encode,0.2,3,17.7830,5.9277
HumanEval_94_skjkasdkd,0.2,3,10.9707,3.6569
HumanEval_95_check_dict_case,0.2,3,5.0059,1.6686
HumanEval_96_count_up_to,0.2,3,6.2040,2.0680
HumanEval_97_multiply,0.2,3,1.5477,0.5159
HumanEval_98_count_upper,0.2,3,3.6319,1.2106
HumanEval_99_closest_integer,0.2,3,25.7222,8.5741
HumanEval_100_make_a_pile,0.2,3,4.2100,1.4033
HumanEval_101_words_string,0.2,3,0.9260,0.3087
HumanEval_102_choose_num,0.2,3,3.4358,1.1453
HumanEval_103_rounded_avg,0.2,3,4.3522,1.4507
HumanEval_104_unique_digits,0.2,3,8.2201,2.7400
HumanEval_105_by_length,0.2,3,15.6954,5.2318
HumanEval_106_f,0.2,3,11.6150,3.8717
HumanEval_107_even_odd_palindrome,0.2,3,13.0009,4.3336
HumanEval_108_count_nums,0.2,3,10.6571,3.5524
HumanEval_109_move_one_ball,0.2,3,5.2566,1.7522
HumanEval_110_exchange,0.2,3,6.7308,2.2436
HumanEval_111_histogram,0.2,3,7.6412,2.5471
HumanEval_112_reverse_delete,0.2,3,4.1245,1.3748
HumanEval_113_odd_count,0.2,3,7.3237,2.4412
HumanEval_114_minSubArraySum,0.2,3,5.2047,1.7349
HumanEval_115_max_fill,0.2,3,5.7573,1.9191
HumanEval_116_sort_array,0.2,3,5.5849,1.8616
HumanEval_117_select_words,0.2,3,9.5137,3.1712
HumanEval_118_get_closest_vowel,0.2,3,5.6276,1.8759
HumanEval_119_match_parens,0.2,3,6.5313,2.1771
HumanEval_120_maximum,0.2,3,23.8149,7.9383
HumanEval_121_solution,0.2,3,4.0395,1.3465
HumanEval_122_add_elements,0.2,3,3.9953,1.3318
HumanEval_123_get_odd_collatz,0.2,3,5.2493,1.7498
HumanEval_124_valid_date,0.2,3,11.9186,3.9729
HumanEval_125_split_words,0.2,3,6.9313,2.3104
HumanEval_126_is_sorted,0.2,3,3.2896,1.0965
HumanEval_127_intersection,0.2,3,8.0060,2.6687
HumanEval_128_prod_signs,0.2,3,6.7513,2.2504
HumanEval_129_minPath,0.2,3,22.8420,7.6140
HumanEval_130_tri,0.2,3,4.9386,1.6462
HumanEval_131_digits,0.2,3,8.2828,2.7609
HumanEval_132_is_nested,0.2,3,6.9898,2.3299
HumanEval_133_sum_squares,0.2,3,2.3092,0.7697
HumanEval_134_check_if_last_char_is_a_letter,0.2,3,30.2739,10.0913
HumanEval_135_can_arrange,0.2,3,16.1351,5.3784
HumanEval_136_largest_smallest_integers,0.2,3,11.0216,3.6739
HumanEval_137_compare_one,0.2,3,10.6458,3.5486
HumanEval_138_is_equal_to_sum_even,0.2,3,3.1224,1.0408
HumanEval_139_special_factorial,0.2,3,13.8631,4.6210
HumanEval_140_fix_spaces,0.2,3,6.9538,2.3179
HumanEval_141_file_name_check,0.2,3,17.0057,5.6686
HumanEval_142_sum_squares,0.2,3,5.4241,1.8080
HumanEval_143_words_in_sentence,0.2,3,8.8276,2.9425
HumanEval_144_simplify,0.2,3,21.0856,7.0285
