task_name,temperature,execution_time_s
mbpp_3_is_not_prime,0.01,36.1300
mbpp_4_heap_queue_largest,0.01,10.0639
mbpp_6_differ_At_One_Bit_Pos,0.01,31.9676
mbpp_8_square_nums,0.01,23.1829
mbpp_9_find_Rotations,0.01,16.9135
mbpp_11_remove_Occ,0.01,5.7293
mbpp_12_sort_matrix,0.01,38.4947
mbpp_14_find_Volume,0.01,2.0304
mbpp_16_text_lowercase_underscore,0.01,42.2234
mbpp_17_square_perimeter,0.01,39.6589
mbpp_18_remove_dirty_chars,0.01,6.5116
mbpp_19_test_duplicate,0.01,29.0127
mbpp_20_is_woodall,0.01,46.1543
mbpp_56_checks,0.01,44.6882
mbpp_57_find_Max_Num,0.01,13.0778
mbpp_58_opposite_Signs,0.01,5.4030
mbpp_59_is_octagonal,0.01,1.6230
mbpp_61_count_Substrings,0.01,45.4391
mbpp_62_smallest_num,0.01,26.8374
mbpp_63_max_difference,0.01,16.6932
mbpp_64_subject_marks,0.01,4.6647
mbpp_65_recursive_list_sum,0.01,45.9821
mbpp_66_pos_count,0.01,47.0559
mbpp_67_bell_number,0.01,27.9660
mbpp_68_is_Monotonic,0.01,43.9242
mbpp_69_is_sublist,0.01,44.4385
mbpp_70_get_equal,0.01,7.9752
mbpp_71_comb_sort,0.01,12.8445
mbpp_72_dif_Square,0.01,6.8274
mbpp_74_is_samepatterns,0.01,21.0131
mbpp_75_find_tuples,0.01,14.4209
mbpp_77_is_Diff,0.01,4.0011
mbpp_79_word_len,0.01,6.9368
mbpp_80_tetrahedral_number,0.01,45.5482
mbpp_83_get_Char,0.01,6.1149
mbpp_84_sequence,0.01,43.4830
mbpp_86_centered_hexagonal_number,0.01,46.9773
mbpp_87_merge_dictionaries_three,0.01,10.3408
mbpp_88_freq_count,0.01,6.9367
mbpp_89_closest_num,0.01,32.8234
mbpp_90_len_log,0.01,4.9411
mbpp_91_find_substring,0.01,31.3156
mbpp_92_is_undulating,0.01,45.7052
mbpp_93_power,0.01,43.0316
mbpp_94_index_minimum,0.01,19.1409
mbpp_95_Find_Min_Length,0.01,45.0140
mbpp_96_divisor,0.01,9.3703
mbpp_97_frequency_lists,0.01,7.4710
mbpp_99_decimal_to_binary,0.01,7.9269
mbpp_100_next_smallest_palindrome,0.01,48.3303
mbpp_101_kth_element,0.01,24.8377
mbpp_102_snake_to_camel,0.01,13.6875
mbpp_103_eulerian_num,0.01,43.6891
mbpp_104_sort_sublists,0.01,12.8136
mbpp_105_count,0.01,8.1025
mbpp_106_add_lists,0.01,5.7425
mbpp_108_merge_sorted_list,0.01,25.8169
