task_name,temperature,num_completions,execution_time_s,time_per_completion_s
HumanEval_0_has_close_elements,0.5,5,15.8617,3.1723
HumanEval_1_separate_paren_groups,0.5,5,35.3558,7.0712
HumanEval_2_truncate_number,0.5,5,2.3604,0.4721
HumanEval_3_below_zero,0.5,5,14.9152,2.9830
HumanEval_4_mean_absolute_deviation,0.5,5,16.7591,3.3518
HumanEval_5_intersperse,0.5,5,14.3617,2.8723
HumanEval_6_parse_nested_parens,0.5,5,58.1115,11.6223
HumanEval_7_filter_by_substring,0.5,5,10.4530,2.0906
HumanEval_8_sum_product,0.5,5,11.0125,2.2025
HumanEval_9_rolling_max,0.5,5,19.1090,3.8218
HumanEval_10_make_palindrome,0.5,5,21.3324,4.2665
HumanEval_11_string_xor,0.5,5,20.4139,4.0828
HumanEval_12_longest,0.5,5,14.6882,2.9376
HumanEval_13_greatest_common_divisor,0.5,5,24.6108,4.9222
HumanEval_14_all_prefixes,0.5,5,7.8038,1.5608
HumanEval_15_string_sequence,0.5,5,5.5202,1.1040
HumanEval_16_count_distinct_characters,0.5,5,15.3058,3.0612
HumanEval_17_parse_music,0.5,5,37.2284,7.4457
HumanEval_18_how_many_times,0.5,5,21.1252,4.2250
HumanEval_19_sort_numbers,0.5,5,6.6811,1.3362
HumanEval_20_find_closest_elements,0.5,5,50.7828,10.1566
HumanEval_21_rescale_to_unit,0.5,5,15.0526,3.0105
HumanEval_22_filter_integers,0.5,5,4.7174,0.9435
HumanEval_23_strlen,0.5,5,1.7638,0.3528
HumanEval_24_largest_divisor,0.5,5,6.2753,1.2551
HumanEval_25_factorize,0.5,5,14.1145,2.8229
HumanEval_26_remove_duplicates,0.5,5,13.5238,2.7048
HumanEval_27_flip_case,0.5,5,15.0368,3.0074
HumanEval_28_concatenate,0.5,5,3.2447,0.6489
HumanEval_29_filter_by_prefix,0.5,5,11.3905,2.2781
HumanEval_30_get_positive,0.5,5,9.3029,1.8606
HumanEval_31_is_prime,0.5,5,16.6338,3.3268
HumanEval_33_sort_third,0.5,5,51.5298,10.3060
HumanEval_34_unique,0.5,5,4.7146,0.9429
HumanEval_35_max_element,0.5,5,6.7705,1.3541
HumanEval_36_fizz_buzz,0.5,5,25.6772,5.1354
HumanEval_37_sort_even,0.5,5,203.9006,40.7801
HumanEval_39_prime_fib,0.5,5,25.8955,5.1791
HumanEval_40_triples_sum_to_zero,0.5,5,28.7313,5.7463
HumanEval_41_car_race_collision,0.5,5,32.9660,6.5932
HumanEval_42_incr_list,0.5,5,5.6838,1.1368
HumanEval_43_pairs_sum_to_zero,0.5,5,20.3196,4.0639
HumanEval_44_change_base,0.5,5,12.0296,2.4059
HumanEval_45_triangle_area,0.5,5,1.2235,0.2447
HumanEval_46_fib4,0.5,5,29.7250,5.9450
HumanEval_47_median,0.5,5,19.1587,3.8317
HumanEval_48_is_palindrome,0.5,5,13.2682,2.6536
HumanEval_49_modp,0.5,5,12.8733,2.5747
HumanEval_51_remove_vowels,0.5,5,16.5416,3.3083
HumanEval_52_below_threshold,0.5,5,29.6320,5.9264
HumanEval_53_add,0.5,5,1.0789,0.2158
HumanEval_54_same_chars,0.5,5,36.3696,7.2739
HumanEval_55_fib,0.5,5,8.7027,1.7405
HumanEval_56_correct_bracketing,0.5,5,22.9919,4.5984
HumanEval_57_monotonic,0.5,5,20.7736,4.1547
HumanEval_58_common,0.5,5,19.2061,3.8412
HumanEval_59_largest_prime_factor,0.5,5,10.6815,2.1363
HumanEval_60_sum_to_n,0.5,5,5.3310,1.0662
HumanEval_61_correct_bracketing,0.5,5,22.8911,4.5782
HumanEval_62_derivative,0.5,5,6.6607,1.3321
HumanEval_63_fibfib,0.5,5,14.7579,2.9516
HumanEval_64_vowels_count,0.5,5,18.2142,3.6428
HumanEval_65_circular_shift,0.5,5,34.8697,6.9739
HumanEval_66_digitSum,0.5,5,19.2431,3.8486
HumanEval_67_fruit_distribution,0.5,5,15.3999,3.0800
HumanEval_68_pluck,0.5,5,17.6697,3.5339
HumanEval_69_search,0.5,5,36.3589,7.2718
HumanEval_70_strange_sort_list,0.5,5,36.8046,7.3609
HumanEval_71_triangle_area,0.5,5,27.4246,5.4849
HumanEval_72_will_it_fly,0.5,5,19.7819,3.9564
HumanEval_73_smallest_change,0.5,5,32.4167,6.4833
HumanEval_74_total_match,0.5,5,51.6501,10.3300
HumanEval_75_is_multiply_prime,0.5,5,127.4115,25.4823
HumanEval_76_is_simple_power,0.5,5,12.1984,2.4397
HumanEval_77_iscube,0.5,5,4.6805,0.9361
HumanEval_78_hex_key,0.5,5,46.4704,9.2941
HumanEval_79_decimal_to_binary,0.5,5,8.4317,1.6863
HumanEval_80_is_happy,0.5,5,19.9559,3.9912
HumanEval_81_numerical_letter_grade,0.5,5,185.5524,37.1105
HumanEval_82_prime_length,0.5,5,10.5080,2.1016
HumanEval_83_starts_one_ends,0.5,5,11.8371,2.3674
HumanEval_84_solve,0.5,5,9.6945,1.9389
HumanEval_85_add,0.5,5,8.8742,1.7748
HumanEval_86_anti_shuffle,0.5,5,10.0647,2.0129
HumanEval_87_get_row,0.5,5,38.8607,7.7721
HumanEval_88_sort_array,0.5,5,22.6616,4.5323
HumanEval_89_encrypt,0.5,5,37.7415,7.5483
HumanEval_90_next_smallest,0.5,5,23.2294,4.6459
HumanEval_91_is_bored,0.5,5,15.0593,3.0119
HumanEval_92_any_int,0.5,5,17.2456,3.4491
HumanEval_93_encode,0.5,5,77.4081,15.4816
HumanEval_94_skjkasdkd,0.5,5,29.1442,5.8288
HumanEval_95_check_dict_case,0.5,5,64.1655,12.8331
HumanEval_96_count_up_to,0.5,5,16.0159,3.2032
HumanEval_97_multiply,0.5,5,8.1694,1.6339
HumanEval_98_count_upper,0.5,5,22.2267,4.4453
HumanEval_99_closest_integer,0.5,5,39.8221,7.9644
HumanEval_100_make_a_pile,0.5,5,23.6755,4.7351
HumanEval_101_words_string,0.5,5,1.9222,0.3844
HumanEval_102_choose_num,0.5,5,10.7727,2.1545
HumanEval_103_rounded_avg,0.5,5,11.0746,2.2149
HumanEval_104_unique_digits,0.5,5,13.9462,2.7892
HumanEval_105_by_length,0.5,5,89.4843,17.8969
HumanEval_106_f,0.5,5,13.7170,2.7434
HumanEval_107_even_odd_palindrome,0.5,5,23.8389,4.7678
HumanEval_108_count_nums,0.5,5,26.7489,5.3498
HumanEval_109_move_one_ball,0.5,5,24.7203,4.9441
HumanEval_110_exchange,0.5,5,88.9740,17.7948
HumanEval_111_histogram,0.5,5,16.7344,3.3469
HumanEval_112_reverse_delete,0.5,5,26.5478,5.3096
HumanEval_113_odd_count,0.5,5,37.7077,7.5415
HumanEval_114_minSubArraySum,0.5,5,20.1442,4.0288
HumanEval_115_max_fill,0.5,5,321.9602,64.3920
HumanEval_116_sort_array,0.5,5,23.5262,4.7052
HumanEval_117_select_words,0.5,5,68.5402,13.7080
HumanEval_118_get_closest_vowel,0.5,5,162.8001,32.5600
HumanEval_119_match_parens,0.5,5,54.4170,10.8834
HumanEval_120_maximum,0.5,5,5.5643,1.1129
HumanEval_121_solution,0.5,5,9.6875,1.9375
HumanEval_122_add_elements,0.5,5,10.6948,2.1390
HumanEval_123_get_odd_collatz,0.5,5,18.9512,3.7902
HumanEval_124_valid_date,0.5,5,267.3160,53.4632
HumanEval_125_split_words,0.5,5,26.6862,5.3372
HumanEval_126_is_sorted,0.5,5,12.4651,2.4930
HumanEval_127_intersection,0.5,5,49.4661,9.8932
HumanEval_128_prod_signs,0.5,5,20.5976,4.1195
HumanEval_129_minPath,0.5,5,435.9249,87.1850
HumanEval_130_tri,0.5,5,18.1242,3.6248
HumanEval_131_digits,0.5,5,19.5720,3.9144
HumanEval_132_is_nested,0.5,5,34.4363,6.8873
HumanEval_133_sum_squares,0.5,5,7.3571,1.4714
HumanEval_134_check_if_last_char_is_a_letter,0.5,5,10.8093,2.1619
HumanEval_135_can_arrange,0.5,5,15.8032,3.1606
HumanEval_136_largest_smallest_integers,0.5,5,35.5822,7.1164
HumanEval_137_compare_one,0.5,5,58.9804,11.7961
HumanEval_138_is_equal_to_sum_even,0.5,5,12.7494,2.5499
HumanEval_139_special_factorial,0.5,5,6.1583,1.2317
HumanEval_140_fix_spaces,0.5,5,3.9470,0.7894
HumanEval_141_file_name_check,0.5,5,63.8054,12.7611
HumanEval_142_sum_squares,0.5,5,21.6899,4.3380
HumanEval_143_words_in_sentence,0.5,5,41.4235,8.2847
HumanEval_144_simplify,0.5,5,260.4046,52.0809
HumanEval_145_order_by_points,0.5,5,94.8912,18.9782
HumanEval_146_specialFilter,0.5,5,44.1184,8.8237
HumanEval_147_get_max_triples,0.5,5,37.1372,7.4274
HumanEval_148_bf,0.5,5,127.8318,25.5664
HumanEval_149_sorted_list_sum,0.5,5,21.9880,4.3976
HumanEval_150_x_or_y,0.5,5,17.6348,3.5270
HumanEval_151_double_the_difference,0.5,5,18.3908,3.6782
HumanEval_152_compare,0.5,5,13.7334,2.7467
HumanEval_153_Strongest_Extension,0.5,5,44.9998,9.0000
HumanEval_154_cycpattern_check,0.5,5,30.3569,6.0714
HumanEval_155_even_odd_count,0.5,5,23.9606,4.7921
HumanEval_156_int_to_mini_roman,0.5,5,54.9363,10.9873
HumanEval_157_right_angle_triangle,0.5,5,10.6559,2.1312
HumanEval_158_find_max,0.5,5,58.8655,11.7731
HumanEval_159_eat,0.5,5,56.8730,11.3746
HumanEval_160_do_algebra,0.5,5,60.6230,12.1246
HumanEval_161_solve,0.5,5,35.4796,7.0959
HumanEval_162_string_to_md5,0.5,5,5.8102,1.1620
HumanEval_163_generate_integers,0.5,5,9.7075,1.9415
TOTAL,,,5719.6399,
