task_name,temperature,num_completions,execution_time_s,time_per_completion_s
HumanEval_0_has_close_elements,0.5,5,103.3782,20.6756
HumanEval_1_separate_paren_groups,0.5,5,77.3937,15.4787
HumanEval_2_truncate_number,0.5,5,84.2440,16.8488
HumanEval_3_below_zero,0.5,5,34.6308,6.9262
HumanEval_4_mean_absolute_deviation,0.5,5,31.1536,6.2307
HumanEval_5_intersperse,0.5,5,89.4703,17.8941
HumanEval_6_parse_nested_parens,0.5,5,79.9146,15.9829
HumanEval_7_filter_by_substring,0.5,5,131.4877,26.2975
HumanEval_8_sum_product,0.5,5,27.6667,5.5333
HumanEval_9_rolling_max,0.5,5,119.2978,23.8596
HumanEval_10_make_palindrome,0.5,5,92.4216,18.4843
HumanEval_11_string_xor,0.5,5,45.7064,9.1413
HumanEval_12_longest,0.5,5,95.3105,19.0621
HumanEval_13_greatest_common_divisor,0.5,5,104.7677,20.9535
HumanEval_14_all_prefixes,0.5,5,162.2614,32.4523
HumanEval_15_string_sequence,0.5,5,144.3105,28.8621
HumanEval_16_count_distinct_characters,0.5,5,19.1688,3.8338
HumanEval_17_parse_music,0.5,5,158.2556,31.6511
HumanEval_18_how_many_times,0.5,5,37.6490,7.5298
HumanEval_19_sort_numbers,0.5,5,60.5289,12.1058
HumanEval_20_find_closest_elements,0.5,5,65.3085,13.0617
HumanEval_21_rescale_to_unit,0.5,5,97.2495,19.4499
HumanEval_22_filter_integers,0.5,5,74.4954,14.8991
HumanEval_23_strlen,0.5,5,112.8191,22.5638
HumanEval_24_largest_divisor,0.5,5,22.8875,4.5775
HumanEval_25_factorize,0.5,5,63.4945,12.6989
HumanEval_26_remove_duplicates,0.5,5,63.6615,12.7323
HumanEval_27_flip_case,0.5,5,17.6258,3.5252
HumanEval_28_concatenate,0.5,5,117.8603,23.5721
HumanEval_29_filter_by_prefix,0.5,5,57.2569,11.4514
HumanEval_30_get_positive,0.5,5,112.2754,22.4551
HumanEval_31_is_prime,0.5,5,36.8387,7.3677
HumanEval_33_sort_third,0.5,5,129.7179,25.9436
HumanEval_34_unique,0.5,5,116.0002,23.2000
HumanEval_35_max_element,0.5,5,119.6039,23.9208
HumanEval_36_fizz_buzz,0.5,5,36.8961,7.3792
HumanEval_37_sort_even,0.5,5,90.0020,18.0004
HumanEval_39_prime_fib,0.5,5,52.1509,10.4302
HumanEval_40_triples_sum_to_zero,0.5,5,52.8119,10.5624
HumanEval_41_car_race_collision,0.5,5,69.5716,13.9143
HumanEval_42_incr_list,0.5,5,74.4923,14.8985
HumanEval_43_pairs_sum_to_zero,0.5,5,30.9518,6.1904
HumanEval_44_change_base,0.5,5,150.9118,30.1824
HumanEval_45_triangle_area,0.5,5,112.6923,22.5385
HumanEval_46_fib4,0.5,5,73.4049,14.6810
HumanEval_47_median,0.5,5,118.3567,23.6713
HumanEval_48_is_palindrome,0.5,5,148.4371,29.6874
HumanEval_49_modp,0.5,5,39.2723,7.8545
HumanEval_51_remove_vowels,0.5,5,99.7037,19.9407
HumanEval_52_below_threshold,0.5,5,61.2317,12.2463
HumanEval_53_add,0.5,5,61.0260,12.2052
HumanEval_54_same_chars,0.5,5,88.5757,17.7151
HumanEval_55_fib,0.5,5,110.6304,22.1261
HumanEval_56_correct_bracketing,0.5,5,79.7367,15.9473
HumanEval_57_monotonic,0.5,5,42.3752,8.4750
HumanEval_58_common,0.5,5,72.3821,14.4764
HumanEval_59_largest_prime_factor,0.5,5,56.1682,11.2336
HumanEval_60_sum_to_n,0.5,5,62.2281,12.4456
HumanEval_61_correct_bracketing,0.5,5,44.4212,8.8842
HumanEval_62_derivative,0.5,5,55.3310,11.0662
HumanEval_63_fibfib,0.5,5,35.6833,7.1367
HumanEval_64_vowels_count,0.5,5,95.1679,19.0336
HumanEval_65_circular_shift,0.5,5,30.2686,6.0537
HumanEval_66_digitSum,0.5,5,30.6010,6.1202
HumanEval_67_fruit_distribution,0.5,5,49.2210,9.8442
HumanEval_68_pluck,0.5,5,54.7714,10.9543
HumanEval_69_search,0.5,5,45.0459,9.0092
HumanEval_70_strange_sort_list,0.5,5,37.2157,7.4431
HumanEval_71_triangle_area,0.5,5,94.7562,18.9512
HumanEval_72_will_it_fly,0.5,5,76.7590,15.3518
HumanEval_73_smallest_change,0.5,5,46.0780,9.2156
HumanEval_74_total_match,0.5,5,53.8071,10.7614
HumanEval_75_is_multiply_prime,0.5,5,119.8018,23.9604
HumanEval_76_is_simple_power,0.5,5,39.0691,7.8138
HumanEval_77_iscube,0.5,5,21.3440,4.2688
HumanEval_78_hex_key,0.5,5,63.5092,12.7018
HumanEval_79_decimal_to_binary,0.5,5,27.9282,5.5856
HumanEval_80_is_happy,0.5,5,39.9913,7.9983
HumanEval_81_numerical_letter_grade,0.5,5,181.6179,36.3236
HumanEval_82_prime_length,0.5,5,89.5343,17.9069
HumanEval_83_starts_one_ends,0.5,5,55.9223,11.1845
HumanEval_84_solve,0.5,5,23.4537,4.6907
HumanEval_85_add,0.5,5,52.2025,10.4405
HumanEval_86_anti_shuffle,0.5,5,93.6381,18.7276
HumanEval_87_get_row,0.5,5,133.6429,26.7286
HumanEval_88_sort_array,0.5,5,43.4920,8.6984
HumanEval_89_encrypt,0.5,5,76.5754,15.3151
HumanEval_90_next_smallest,0.5,5,46.8939,9.3788
