task_name,temperature,execution_time_s
mbpp_3_is_not_prime,0.01,10.0063
mbpp_4_heap_queue_largest,0.01,193.1839
mbpp_6_differ_At_One_Bit_Pos,0.01,28.2319
mbpp_8_square_nums,0.01,1.5956
mbpp_9_find_Rotations,0.01,45.0866
mbpp_11_remove_Occ,0.01,8.7331
mbpp_12_sort_matrix,0.01,28.7902
mbpp_14_find_Volume,0.01,1.7647
mbpp_16_text_lowercase_underscore,0.01,1.0215
mbpp_17_square_perimeter,0.01,1.1590
mbpp_18_remove_dirty_chars,0.01,24.9401
mbpp_19_test_duplicate,0.01,21.4134
mbpp_20_is_woodall,0.01,52.4744
mbpp_56_checks,0.01,5.1225
mbpp_57_find_Max_Num,0.01,10.6154
mbpp_58_opposite_Signs,0.01,1.8522
mbpp_59_is_octagonal,0.01,1.9462
mbpp_61_count_Substrings,0.01,52.6428
mbpp_62_smallest_num,0.01,1.3387
mbpp_63_max_difference,0.01,53.8633
mbpp_64_subject_marks,0.01,3.4346
mbpp_65_recursive_list_sum,0.01,14.3823
mbpp_66_pos_count,0.01,8.1393
mbpp_67_bell_number,0.01,93.0156
mbpp_68_is_Monotonic,0.01,21.0089
mbpp_69_is_sublist,0.01,10.8905
mbpp_70_get_equal,0.01,12.3020
mbpp_71_comb_sort,0.01,46.9899
mbpp_72_dif_Square,0.01,4.7666
mbpp_74_is_samepatterns,0.01,41.9318
mbpp_75_find_tuples,0.01,61.0311
mbpp_77_is_Diff,0.01,3.9931
mbpp_79_word_len,0.01,5.4891
mbpp_80_tetrahedral_number,0.01,2.7990
mbpp_83_get_Char,0.01,47.7964
mbpp_84_sequence,0.01,62.6208
mbpp_86_centered_hexagonal_number,0.01,1.9936
mbpp_87_merge_dictionaries_three,0.01,3.5510
mbpp_88_freq_count,0.01,17.8987
mbpp_89_closest_num,0.01,45.1006
mbpp_90_len_log,0.01,12.7422
mbpp_91_find_substring,0.01,4.4060
mbpp_92_is_undulating,0.01,70.0667
mbpp_93_power,0.01,1.6825
mbpp_94_index_minimum,0.01,77.6433
mbpp_95_Find_Min_Length,0.01,12.5362
mbpp_96_divisor,0.01,70.4167
mbpp_97_frequency_lists,0.01,34.8526
mbpp_99_decimal_to_binary,0.01,13.9835
mbpp_100_next_smallest_palindrome,0.01,68.2108
mbpp_101_kth_element,0.01,11.0305
mbpp_102_snake_to_camel,0.01,116.9782
mbpp_103_eulerian_num,0.01,21.2204
mbpp_104_sort_sublists,0.01,13.7067
mbpp_105_count,0.01,8.0109
mbpp_106_add_lists,0.01,3.8191
mbpp_108_merge_sorted_list,0.01,105.0458
mbpp_109_odd_Equivalent,0.01,93.2335
mbpp_113_check_integer,0.01,0.7358
mbpp_116_tuple_to_int,0.01,1.6233
mbpp_117_list_to_float,0.01,87.0385
mbpp_118_string_to_list,0.01,1.7321
mbpp_119_search,0.01,79.6449
mbpp_120_max_product_tuple,0.01,101.1844
mbpp_123_amicable_numbers_sum,0.01,77.3022
mbpp_125_find_length,0.01,96.5359
mbpp_126_sum,0.01,66.7319
mbpp_127_multiply_int,0.01,1.1609
mbpp_128_long_words,0.01,69.3639
mbpp_129_magic_square_test,0.01,450.9135
mbpp_130_max_occurrences,0.01,95.0975
mbpp_131_reverse_vowels,0.01,341.9500
mbpp_132_tup_string,0.01,2.4130
mbpp_133_sum_negativenum,0.01,117.0580
mbpp_135_hexagonal_num,0.01,4.3204
mbpp_138_is_Sum_Of_Powers_Of_Two,0.01,137.8391
mbpp_141_pancake_sort,0.01,119.4756
mbpp_142_count_samepair,0.01,22.8504
mbpp_143_find_lists,0.01,15.0816
mbpp_145_max_Abs_Diff,0.01,94.1106
mbpp_160_find_solution,0.01,635.3218
mbpp_161_remove_elements,0.01,106.4618
mbpp_162_sum_series,0.01,10.9487
mbpp_164_are_equivalent,0.01,65.2120
mbpp_165_count_char_position,0.01,12.1604
mbpp_166_find_even_pair,0.01,71.2763
mbpp_167_next_power_of_2,0.01,7.4743
mbpp_168_frequency,0.01,67.3839
mbpp_170_sum_range_list,0.01,7.1698
mbpp_171_perimeter_pentagon,0.01,1.2199
mbpp_172_count_occurance,0.01,16.6923
mbpp_222_check_type,0.01,74.1252
mbpp_223_is_majority,0.01,54.3427
mbpp_224_count_Set_Bits,0.01,74.2257
mbpp_226_odd_values_string,0.01,11.1449
mbpp_227_min_of_three,0.01,10.6036
mbpp_228_all_Bits_Set_In_The_Given_Range,0.01,49.6753
mbpp_229_re_arrange_array,0.01,81.5297
mbpp_230_replace_blank,0.01,2.1102
mbpp_234_volume_cube,0.01,1.5684
mbpp_237_check_occurences,0.01,80.8377
mbpp_238_number_of_substrings,0.01,88.2581
mbpp_239_get_total_number_of_sequences,0.01,76.8387
mbpp_240_replace_list,0.01,4.6705
mbpp_242_count_charac,0.01,1.5803
mbpp_244_next_Perfect_Square,0.01,45.3912
mbpp_245_max_sum,0.01,376.9069
mbpp_247_lps,0.01,87.6124
mbpp_249_intersection_array,0.01,88.0894
mbpp_250_count_X,0.01,11.7419
mbpp_251_insert_element,0.01,11.5679
mbpp_252_convert,0.01,90.5336
mbpp_253_count_integer,0.01,15.0122
mbpp_255_combinations_colors,0.01,48.0978
mbpp_256_count_Primes_nums,0.01,108.7763
mbpp_257_swap_numbers,0.01,2.2650
mbpp_259_maximize_elements,0.01,101.1153
mbpp_260_newman_prime,0.01,97.7410
mbpp_261_division_elements,0.01,103.0667
mbpp_262_split_two_parts,0.01,7.4635
mbpp_264_dog_age,0.01,12.0262
mbpp_265_list_split,0.01,26.2097
mbpp_266_lateralsurface_cube,0.01,2.2124
mbpp_267_square_Sum,0.01,107.4039
mbpp_268_find_star_num,0.01,5.0359
mbpp_269_ascii_value,0.01,2.7799
mbpp_270_sum_even_and_even_index,0.01,109.2596
mbpp_271_even_Power_Sum,0.01,108.2231
mbpp_272_rear_extract,0.01,189.2633
mbpp_273_substract_elements,0.01,198.5407
mbpp_274_even_binomial_Coeff_Sum,0.01,103.8921
mbpp_277_dict_filter,0.01,14.2745
mbpp_278_count_first_elements,0.01,108.8249
mbpp_279_is_num_decagonal,0.01,9.5978
mbpp_280_sequential_search,0.01,17.1408
mbpp_281_all_unique,0.01,5.2010
mbpp_282_sub_list,0.01,116.4754
mbpp_283_validate,0.01,111.9922
mbpp_284_check_element,0.01,81.7958
mbpp_285_text_match_two_three,0.01,1.0998
mbpp_286_max_sub_array_sum_repeated,0.01,80.5845
mbpp_287_square_Sum,0.01,81.3608
mbpp_290_max_length,0.01,19.1761
mbpp_291_count_no_of_ways,0.01,61.1249
mbpp_292_find,0.01,2.2705
mbpp_293_otherside_rightangle,0.01,3.0862
mbpp_294_max_val,0.01,16.3782
mbpp_295_sum_div,0.01,16.2796
mbpp_296_get_Inv_Count,0.01,102.9629
mbpp_297_flatten_list,0.01,23.6707
mbpp_299_max_aggregate,0.01,99.8773
mbpp_304_find_Element,0.01,96.8169
mbpp_305_start_withp,0.01,18.2392
mbpp_306_max_sum_increasing_subseq,0.01,90.8493
mbpp_308_large_product,0.01,112.8476
mbpp_309_maximum,0.01,6.0030
mbpp_310_string_to_tuple,0.01,2.6449
mbpp_388_highest_Power_of_2,0.01,103.3249
mbpp_389_find_lucas,0.01,14.0136
mbpp_390_add_string,0.01,12.8738
mbpp_391_convert_list_dictionary,0.01,20.3362
mbpp_392_get_max_sum,0.01,123.3480
mbpp_393_max_length_list,0.01,25.8095
mbpp_394_check_distinct,0.01,6.1496
mbpp_395_first_non_repeating_character,0.01,49.3675
mbpp_396_check_char,0.01,11.1405
mbpp_397_median_numbers,0.01,31.8126
mbpp_398_sum_of_digits,0.01,127.0571
mbpp_399_bitwise_xor,0.01,217.1577
mbpp_400_extract_freq,0.01,30.0875
mbpp_401_add_nested_tuples,0.01,133.1116
mbpp_404_minimum,0.01,3.6223
mbpp_405_check_tuplex,0.01,1222.5919
mbpp_406_find_Parity,0.01,10.9892
mbpp_407_rearrange_bigger,0.01,166.9459
mbpp_408_k_smallest_pairs,0.01,161.5087
mbpp_409_min_product_tuple,0.01,169.9364
mbpp_410_min_val,0.01,27.7405
mbpp_411_snake_to_camel,0.01,208.3495
mbpp_412_remove_odd,0.01,18.9790
mbpp_413_extract_nth_element,0.01,165.4417
mbpp_414_overlapping,0.01,6.7952
mbpp_415_max_Product,0.01,191.1387
mbpp_417_group_tuples,0.01,49.0374
mbpp_418_Find_Max,0.01,31.0378
mbpp_419_round_and_sum,0.01,22.8113
mbpp_420_cube_Sum,0.01,25.4545
mbpp_421_concatenate_tuple,0.01,187.6743
mbpp_422_find_Average_Of_Cube,0.01,19.4852
mbpp_424_extract_rear,0.01,9.9139
mbpp_425_count_element_in_list,0.01,170.0264
mbpp_426_filter_oddnumbers,0.01,10.5426
mbpp_427_change_date_format,0.01,27.0368
mbpp_428_shell_sort,0.01,89.0226
mbpp_429_and_tuples,0.01,206.5978
