task_name,temperature,execution_time_s
mbpp_3_is_not_prime,0.01,6.2651
mbpp_4_heap_queue_largest,0.01,245.9713
mbpp_6_differ_At_One_Bit_Pos,0.01,4.0858
mbpp_8_square_nums,0.01,1.0578
mbpp_9_find_Rotations,0.01,7.9740
mbpp_11_remove_Occ,0.01,6.1036
mbpp_12_sort_matrix,0.01,17.1867
mbpp_14_find_Volume,0.01,1.3629
mbpp_16_text_lowercase_underscore,0.01,1.5949
mbpp_17_square_perimeter,0.01,1.1338
mbpp_18_remove_dirty_chars,0.01,10.6265
mbpp_19_test_duplicate,0.01,13.2043
mbpp_20_is_woodall,0.01,7.6398
mbpp_56_checks,0.01,3.7029
mbpp_57_find_Max_Num,0.01,6.7053
mbpp_58_opposite_Signs,0.01,1.5224
mbpp_59_is_octagonal,0.01,1.5465
mbpp_61_count_Substrings,0.01,8.6538
mbpp_62_smallest_num,0.01,1.0715
mbpp_63_max_difference,0.01,42.0781
mbpp_64_subject_marks,0.01,2.2550
mbpp_65_recursive_list_sum,0.01,8.2940
mbpp_66_pos_count,0.01,5.0543
mbpp_67_bell_number,0.01,10.0235
mbpp_68_is_Monotonic,0.01,10.5253
mbpp_69_is_sublist,0.01,6.8546
mbpp_70_get_equal,0.01,6.4687
mbpp_71_comb_sort,0.01,21.0748
mbpp_72_dif_Square,0.01,2.4201
mbpp_74_is_samepatterns,0.01,7.2294
mbpp_75_find_tuples,0.01,43.0268
mbpp_77_is_Diff,0.01,2.4111
mbpp_79_word_len,0.01,3.2360
mbpp_80_tetrahedral_number,0.01,1.7904
mbpp_83_get_Char,0.01,5.0916
mbpp_84_sequence,0.01,11.1569
mbpp_86_centered_hexagonal_number,0.01,1.5500
mbpp_87_merge_dictionaries_three,0.01,1.4562
mbpp_88_freq_count,0.01,8.1297
mbpp_89_closest_num,0.01,14.5444
mbpp_90_len_log,0.01,6.3425
mbpp_91_find_substring,0.01,2.5228
mbpp_92_is_undulating,0.01,7.9022
mbpp_93_power,0.01,1.1334
mbpp_94_index_minimum,0.01,42.8257
mbpp_95_Find_Min_Length,0.01,6.3933
mbpp_96_divisor,0.01,4.7814
mbpp_97_frequency_lists,0.01,13.9302
mbpp_99_decimal_to_binary,0.01,6.6605
mbpp_100_next_smallest_palindrome,0.01,13.0525
mbpp_101_kth_element,0.01,2.7961
mbpp_102_snake_to_camel,0.01,8.4328
mbpp_103_eulerian_num,0.01,9.2930
mbpp_104_sort_sublists,0.01,5.7458
mbpp_105_count,0.01,3.6300
mbpp_106_add_lists,0.01,21.6241
mbpp_108_merge_sorted_list,0.01,4.0518
mbpp_109_odd_Equivalent,0.01,8.3797
mbpp_113_check_integer,0.01,1.4201
mbpp_116_tuple_to_int,0.01,0.7964
mbpp_117_list_to_float,0.01,41.6259
mbpp_118_string_to_list,0.01,0.8208
mbpp_119_search,0.01,31.5939
mbpp_120_max_product_tuple,0.01,18.6229
mbpp_123_amicable_numbers_sum,0.01,16.1377
mbpp_125_find_length,0.01,15.4456
mbpp_126_sum,0.01,6.8427
mbpp_127_multiply_int,0.01,0.6442
mbpp_128_long_words,0.01,7.7058
mbpp_129_magic_square_test,0.01,144.3847
mbpp_130_max_occurrences,0.01,20.1789
mbpp_131_reverse_vowels,0.01,33.5355
mbpp_132_tup_string,0.01,0.8613
mbpp_133_sum_negativenum,0.01,5.9058
mbpp_135_hexagonal_num,0.01,1.4686
mbpp_138_is_Sum_Of_Powers_Of_Two,0.01,53.5559
mbpp_141_pancake_sort,0.01,29.5606
mbpp_142_count_samepair,0.01,8.2996
mbpp_143_find_lists,0.01,5.4094
mbpp_145_max_Abs_Diff,0.01,11.9903
mbpp_160_find_solution,0.01,215.3143
mbpp_161_remove_elements,0.01,2.1763
mbpp_162_sum_series,0.01,4.0665
mbpp_164_are_equivalent,0.01,13.5099
mbpp_165_count_char_position,0.01,6.7202
mbpp_166_find_even_pair,0.01,9.6267
mbpp_167_next_power_of_2,0.01,4.0761
mbpp_168_frequency,0.01,4.8439
mbpp_170_sum_range_list,0.01,3.8556
mbpp_171_perimeter_pentagon,0.01,0.7730
mbpp_172_count_occurance,0.01,8.0168
mbpp_222_check_type,0.01,39.9017
mbpp_223_is_majority,0.01,4.8701
mbpp_224_count_Set_Bits,0.01,3.0192
mbpp_226_odd_values_string,0.01,5.0053
mbpp_227_min_of_three,0.01,4.9084
mbpp_228_all_Bits_Set_In_The_Given_Range,0.01,48.7673
mbpp_229_re_arrange_array,0.01,25.0314
mbpp_230_replace_blank,0.01,23.0585
mbpp_234_volume_cube,0.01,1.0960
mbpp_237_check_occurences,0.01,47.5704
