task_name,temperature,execution_time_s
mbpp_3_is_not_prime,0.01,68.7138
mbpp_4_heap_queue_largest,0.01,22.0832
mbpp_6_differ_At_One_Bit_Pos,0.01,68.7467
mbpp_8_square_nums,0.01,11.2907
mbpp_9_find_Rotations,0.01,78.8449
mbpp_11_remove_Occ,0.01,52.1586
mbpp_12_sort_matrix,0.01,43.0964
mbpp_14_find_Volume,0.01,130.3346
mbpp_16_text_lowercase_underscore,0.01,91.5681
mbpp_17_square_perimeter,0.01,81.5823
mbpp_18_remove_dirty_chars,0.01,21.6345
mbpp_19_test_duplicate,0.01,69.6834
mbpp_20_is_woodall,0.01,64.2191
mbpp_56_checks,0.01,59.4073
mbpp_57_find_Max_Num,0.01,59.3698
mbpp_58_opposite_Signs,0.01,59.4927
mbpp_59_is_octagonal,0.01,78.7581
mbpp_61_count_Substrings,0.01,83.0222
mbpp_62_smallest_num,0.01,118.9047
mbpp_63_max_difference,0.01,87.7304
mbpp_64_subject_marks,0.01,66.8536
mbpp_65_recursive_list_sum,0.01,106.9478
mbpp_66_pos_count,0.01,116.8084
mbpp_67_bell_number,0.01,44.3646
mbpp_68_is_Monotonic,0.01,18.2242
mbpp_69_is_sublist,0.01,94.3416
mbpp_70_get_equal,0.01,76.3009
mbpp_71_comb_sort,0.01,24.2699
mbpp_72_dif_Square,0.01,64.1280
mbpp_74_is_samepatterns,0.01,67.8081
mbpp_75_find_tuples,0.01,103.8471
mbpp_77_is_Diff,0.01,15.3721
mbpp_79_word_len,0.01,88.7194
mbpp_80_tetrahedral_number,0.01,102.9131
mbpp_83_get_Char,0.01,27.9608
mbpp_84_sequence,0.01,82.8232
mbpp_86_centered_hexagonal_number,0.01,80.5399
mbpp_87_merge_dictionaries_three,0.01,116.1121
mbpp_88_freq_count,0.01,89.2586
mbpp_89_closest_num,0.01,88.6655
mbpp_90_len_log,0.01,90.6294
mbpp_91_find_substring,0.01,97.2342
mbpp_92_is_undulating,0.01,94.0051
mbpp_93_power,0.01,71.9789
mbpp_94_index_minimum,0.01,25.5693
mbpp_95_Find_Min_Length,0.01,97.1554
mbpp_96_divisor,0.01,75.5166
mbpp_97_frequency_lists,0.01,21.9788
mbpp_99_decimal_to_binary,0.01,12.9539
mbpp_100_next_smallest_palindrome,0.01,65.5954
mbpp_101_kth_element,0.01,60.2903
mbpp_102_snake_to_camel,0.01,27.2560
mbpp_103_eulerian_num,0.01,29.8362
mbpp_104_sort_sublists,0.01,18.2143
mbpp_105_count,0.01,60.3809
mbpp_106_add_lists,0.01,6.6662
mbpp_108_merge_sorted_list,0.01,29.4461
mbpp_109_odd_Equivalent,0.01,59.5428
mbpp_113_check_integer,0.01,59.4326
mbpp_116_tuple_to_int,0.01,59.3817
mbpp_117_list_to_float,0.01,48.6277
mbpp_118_string_to_list,0.01,58.3652
mbpp_119_search,0.01,59.3963
mbpp_120_max_product_tuple,0.01,59.3870
mbpp_123_amicable_numbers_sum,0.01,27.2494
mbpp_125_find_length,0.01,59.4146
mbpp_126_sum,0.01,59.3812
mbpp_127_multiply_int,0.01,59.3689
mbpp_128_long_words,0.01,16.8302
mbpp_129_magic_square_test,0.01,59.3647
mbpp_130_max_occurrences,0.01,59.3771
mbpp_131_reverse_vowels,0.01,59.3862
mbpp_132_tup_string,0.01,12.2414
mbpp_133_sum_negativenum,0.01,59.3764
mbpp_135_hexagonal_num,0.01,59.3573
mbpp_138_is_Sum_Of_Powers_Of_Two,0.01,59.4112
mbpp_141_pancake_sort,0.01,29.5194
mbpp_142_count_samepair,0.01,59.4065
mbpp_143_find_lists,0.01,59.4734
mbpp_145_max_Abs_Diff,0.01,59.5250
mbpp_160_find_solution,0.01,39.8116
mbpp_161_remove_elements,0.01,23.9988
mbpp_162_sum_series,0.01,59.5623
mbpp_164_are_equivalent,0.01,59.4505
mbpp_165_count_char_position,0.01,55.2348
mbpp_166_find_even_pair,0.01,47.8113
mbpp_167_next_power_of_2,0.01,59.4081
mbpp_168_frequency,0.01,59.3990
mbpp_170_sum_range_list,0.01,59.4386
mbpp_171_perimeter_pentagon,0.01,59.4210
mbpp_172_count_occurance,0.01,59.4175
mbpp_222_check_type,0.01,59.4229
mbpp_223_is_majority,0.01,45.0917
mbpp_224_count_Set_Bits,0.01,59.4916
mbpp_226_odd_values_string,0.01,8.1089
mbpp_227_min_of_three,0.01,59.4551
mbpp_228_all_Bits_Set_In_The_Given_Range,0.01,59.4633
mbpp_229_re_arrange_array,0.01,27.2971
mbpp_230_replace_blank,0.01,9.3377
mbpp_234_volume_cube,0.01,52.5851
mbpp_237_check_occurences,0.01,22.1791
mbpp_238_number_of_substrings,0.01,59.4279
mbpp_239_get_total_number_of_sequences,0.01,36.8806
mbpp_240_replace_list,0.01,55.6722
mbpp_242_count_charac,0.01,43.8813
mbpp_244_next_Perfect_Square,0.01,59.3970
mbpp_245_max_sum,0.01,59.4282
mbpp_247_lps,0.01,59.4138
mbpp_249_intersection_array,0.01,22.6252
mbpp_250_count_X,0.01,59.4364
mbpp_251_insert_element,0.01,22.4740
mbpp_252_convert,0.01,35.2248
mbpp_253_count_integer,0.01,59.3936
mbpp_255_combinations_colors,0.01,59.4513
mbpp_256_count_Primes_nums,0.01,25.2259
mbpp_257_swap_numbers,0.01,59.4325
mbpp_259_maximize_elements,0.01,31.5937
mbpp_260_newman_prime,0.01,35.8604
mbpp_261_division_elements,0.01,19.2291
mbpp_262_split_two_parts,0.01,59.4756
mbpp_264_dog_age,0.01,59.3955
mbpp_265_list_split,0.01,59.4323
mbpp_266_lateralsurface_cube,0.01,59.4315
mbpp_267_square_Sum,0.01,59.4272
mbpp_268_find_star_num,0.01,59.4011
mbpp_269_ascii_value,0.01,59.5126
mbpp_270_sum_even_and_even_index,0.01,59.5448
mbpp_271_even_Power_Sum,0.01,59.5366
mbpp_272_rear_extract,0.01,59.4277
mbpp_273_substract_elements,0.01,10.3779
mbpp_274_even_binomial_Coeff_Sum,0.01,59.7130
mbpp_277_dict_filter,0.01,59.5823
mbpp_278_count_first_elements,0.01,60.3934
mbpp_279_is_num_decagonal,0.01,60.4548
mbpp_280_sequential_search,0.01,34.6787
mbpp_281_all_unique,0.01,60.1618
mbpp_282_sub_list,0.01,16.4396
mbpp_283_validate,0.01,60.6824
mbpp_284_check_element,0.01,59.5043
mbpp_285_text_match_two_three,0.01,63.1883
mbpp_286_max_sub_array_sum_repeated,0.01,37.6726
mbpp_287_square_Sum,0.01,66.9166
mbpp_290_max_length,0.01,63.8250
mbpp_291_count_no_of_ways,0.01,34.2358
mbpp_292_find,0.01,69.2519
mbpp_293_otherside_rightangle,0.01,68.5475
mbpp_294_max_val,0.01,68.5143
mbpp_295_sum_div,0.01,12.4627
mbpp_296_get_Inv_Count,0.01,68.4735
mbpp_297_flatten_list,0.01,37.8036
mbpp_299_max_aggregate,0.01,68.4780
mbpp_304_find_Element,0.01,68.4818
mbpp_305_start_withp,0.01,68.4463
